age,emptype,fnlwgt,educ,marital,attached,occupation,sex,capitalgain,capitalloss,hrperweek,income
4,2,106595,2,2,1,Admclerical,2,2,1,2,1
1,2,172232,2,2,1,Admclerical,1,1,1,3,1
1,2,191921,2,2,1,Transportmoving,1,1,1,2,1
4,1,237379,2,1,1,Handlerscleaners,1,3,1,2,1
1,2,208463,2,2,1,Sales,2,1,1,1,1
4,1,68985,2,1,1,Admclerical,1,1,1,2,1
4,2,22418,1,2,1,Transportmoving,1,1,1,3,1
4,2,163047,2,1,1,Execmanagerial,2,1,1,1,1
4,2,153870,2,1,1,Transportmoving,1,1,5,2,1
3,2,197702,2,1,1,Craftrepair,1,1,1,2,1
1,2,166415,2,2,1,Transportmoving,1,1,1,3,1
4,1,116211,4,1,1,Execmanagerial,1,1,1,3,2
1,2,33644,2,2,1,Admclerical,2,1,1,1,1
3,1,33331,4,1,1,Profspecialty,1,1,4,4,2
3,2,73019,3,2,1,Profspecialty,2,1,1,2,1
1,2,109869,2,2,1,Craftrepair,1,1,1,1,1
2,2,208043,3,1,1,Sales,1,1,1,3,2
4,1,153451,2,2,1,Admclerical,2,1,1,1,1
4,2,192732,2,1,1,Handlerscleaners,1,1,1,1,1
2,2,209101,2,2,1,Admclerical,1,1,1,2,1
3,2,146919,2,1,1,Admclerical,2,1,1,2,2
3,1,192323,2,1,1,Protectiveserv,1,1,1,1,2
2,2,198211,2,1,1,Execmanagerial,1,1,1,2,1
1,2,222490,2,2,1,Handlerscleaners,2,1,1,2,1
1,2,106758,2,2,1,Admclerical,2,1,1,3,1
2,2,561334,2,2,1,Transportmoving,1,1,1,2,1
1,2,203710,3,2,1,Machineopinspct,1,1,1,2,1
3,1,203322,2,2,1,Admclerical,2,1,1,1,1
4,2,123703,2,1,1,Machineopinspct,1,3,1,2,2
4,2,230292,2,1,1,Admclerical,1,4,1,2,2
1,2,114420,1,2,1,Sales,2,1,1,1,1
1,2,120238,3,2,1,Craftrepair,1,2,1,2,1
2,2,100375,1,2,1,Craftrepair,1,1,1,4,1
2,2,42485,1,1,1,Execmanagerial,1,1,1,4,1
3,1,134367,2,2,1,Admclerical,2,1,1,1,1
2,2,36214,3,1,1,Execmanagerial,1,3,1,3,2
3,2,119904,2,2,1,Techsupport,2,1,1,3,2
3,2,105779,3,2,1,Sales,1,1,1,2,2
4,2,165020,1,1,1,Craftrepair,1,1,1,3,1
3,2,187098,4,1,1,Execmanagerial,2,5,1,3,2
4,2,121319,3,1,1,Profspecialty,1,2,1,2,2
4,2,151580,2,1,1,Profspecialty,1,5,1,2,2
2,2,162572,3,1,1,Execmanagerial,1,1,1,2,1
1,2,35917,2,1,1,Sales,1,1,1,2,1
4,2,35723,1,1,1,Craftrepair,1,1,1,3,2
3,2,192203,2,1,1,Craftrepair,1,1,2,2,2
3,2,174370,2,2,1,Sales,1,1,1,3,1
1,2,161007,3,1,1,Handlerscleaners,1,1,1,5,1
3,2,163847,3,1,1,Farmingfishing,1,1,1,3,2
3,2,193882,3,2,1,Machineopinspct,1,1,1,2,1
4,2,115364,2,2,1,Sales,1,1,1,1,1
3,2,163174,2,2,1,Admclerical,2,1,1,2,1
2,1,188900,3,2,1,Admclerical,2,2,1,1,1
1,2,214399,2,2,1,Sales,2,1,1,1,1
2,2,204862,3,2,1,Profspecialty,2,1,1,1,1
1,2,153082,2,2,1,Sales,1,1,1,1,1
2,2,97933,3,1,1,Transportmoving,2,1,2,1,2
4,2,119099,2,1,1,Execmanagerial,1,1,1,5,2
3,2,83411,2,1,1,Execmanagerial,1,1,1,2,2
1,2,198992,2,2,1,Sales,2,1,1,1,1
3,2,337825,2,1,1,Craftrepair,1,1,1,3,1
2,2,192002,3,1,1,Execmanagerial,1,1,1,2,2
1,2,189346,2,2,1,Handlerscleaners,1,1,1,2,1
1,2,164488,3,2,1,Profspecialty,1,4,1,3,2
4,2,200471,3,1,1,Transportmoving,1,1,1,3,2
4,2,228921,3,2,1,Profspecialty,1,1,5,2,2
3,2,184846,2,2,1,Admclerical,2,1,1,2,1
3,2,233851,3,2,1,Admclerical,2,1,1,2,1
4,1,125768,2,2,1,Admclerical,2,1,1,1,1
2,2,255004,3,2,1,Execmanagerial,1,1,3,1,1
1,2,157624,3,2,1,Admclerical,2,1,1,2,1
4,2,146767,3,1,1,Profspecialty,1,1,1,2,2
3,2,118291,2,2,1,Craftrepair,2,1,1,5,1
2,2,87891,3,1,1,Sales,1,1,1,4,1
2,2,226443,2,1,1,Craftrepair,1,1,1,3,2
1,2,213412,3,2,1,Techsupport,1,1,1,2,1
2,2,179358,2,2,1,Handlerscleaners,2,1,1,1,1
2,2,369825,3,2,1,Sales,1,3,1,3,1
4,2,199763,2,1,1,Craftrepair,1,1,1,3,1
1,2,239390,3,2,1,Sales,1,1,1,1,1
3,2,173613,2,2,1,Execmanagerial,2,1,1,4,1
3,2,37869,2,1,1,Execmanagerial,1,1,1,3,1
2,2,302845,2,1,1,Execmanagerial,2,1,1,3,1
2,2,48268,2,1,1,Execmanagerial,1,1,1,3,1
3,2,173968,2,1,1,Craftrepair,1,1,1,3,1
4,2,166857,1,2,1,Handlerscleaners,2,1,1,2,1
1,2,162872,3,2,1,Profspecialty,2,1,1,2,1
4,2,152148,1,1,1,Handlerscleaners,1,1,1,1,1
3,2,139193,2,2,1,Craftrepair,1,1,1,2,1
1,2,791084,2,2,1,Craftrepair,1,1,1,3,1
1,2,183258,2,2,1,Admclerical,1,1,1,2,1
3,2,115323,3,1,1,Execmanagerial,1,2,1,2,2
2,2,155064,3,2,1,Profspecialty,2,1,1,2,1
1,2,33551,2,2,1,Transportmoving,1,1,1,2,1
3,2,169995,2,2,1,Craftrepair,1,1,1,2,1
3,2,168262,4,2,1,Execmanagerial,1,5,1,3,2
3,2,104196,2,1,1,Techsupport,1,1,1,2,1
3,1,114055,3,2,1,Execmanagerial,2,1,1,2,1
4,2,196571,3,1,1,Sales,1,1,1,3,2
4,2,101607,2,2,1,Machineopinspct,1,1,1,1,1
4,2,122109,2,2,1,Profspecialty,2,1,2,2,1
4,2,255822,2,2,1,Execmanagerial,1,1,1,4,1
2,1,245372,2,2,1,Admclerical,1,1,1,2,1
2,2,169583,3,1,1,Execmanagerial,2,1,1,2,2
1,2,186151,2,2,1,Techsupport,2,1,1,2,1
3,2,297449,3,1,1,Profspecialty,1,1,1,2,2
3,2,125206,4,1,1,Profspecialty,1,1,1,2,1
2,2,393264,3,2,1,Profspecialty,1,1,1,2,1
4,2,264968,3,2,1,Admclerical,1,1,1,2,1
4,2,318106,2,1,1,Execmanagerial,1,1,1,2,2
2,2,156025,2,2,1,Execmanagerial,2,1,1,2,1
3,1,165108,4,1,1,Profspecialty,1,1,1,2,2
3,2,115178,3,1,1,Admclerical,2,1,1,2,2
1,2,149224,2,2,1,Transportmoving,1,1,1,1,1
3,1,352056,3,2,1,Execmanagerial,1,1,1,2,1
3,2,174717,3,1,1,Sales,1,1,1,3,2
2,2,147755,2,1,1,Craftrepair,1,1,2,2,1
4,2,135716,2,1,1,Farmingfishing,1,1,1,4,1
3,2,44216,2,2,1,Execmanagerial,2,1,1,3,1
1,2,37359,3,1,1,Profspecialty,1,5,1,3,2
2,2,154950,2,1,1,Execmanagerial,1,5,1,4,2
3,2,356934,3,2,1,Execmanagerial,1,1,1,2,2
1,2,247025,2,2,1,Protectiveserv,1,1,1,2,1
2,1,116554,3,2,1,Admclerical,2,1,1,2,1
1,2,62737,3,1,1,Techsupport,1,1,1,2,1
1,2,508548,2,1,1,Farmingfishing,1,1,1,3,1
3,2,275223,3,1,1,Sales,1,4,1,2,2
2,2,381931,2,1,1,Farmingfishing,1,1,1,3,1
2,2,246974,3,2,1,Techsupport,1,1,1,2,1
2,2,146311,1,1,1,Machineopinspct,1,1,1,2,1
3,2,159869,4,1,1,Craftrepair,1,1,1,3,1
3,2,360393,4,1,1,Execmanagerial,1,1,4,3,2
1,2,141918,2,2,1,Handlerscleaners,1,1,1,1,1
2,2,294292,4,1,1,Execmanagerial,1,1,1,2,1
4,2,128736,3,2,1,Profspecialty,2,1,1,2,1
2,1,511289,3,1,1,Protectiveserv,1,1,1,3,2
1,2,302406,2,1,1,Sales,1,1,1,2,2
2,1,101517,2,2,1,Admclerical,2,1,1,1,1
1,2,189148,2,2,1,Transportmoving,1,1,1,2,1
3,2,103111,4,1,1,Profspecialty,1,1,1,4,2
4,2,51620,3,2,1,Craftrepair,1,1,1,3,1
1,2,31606,2,2,1,Admclerical,2,1,1,2,1
2,2,107812,2,2,1,Craftrepair,1,1,1,2,1
2,2,229729,2,2,1,Transportmoving,1,1,1,2,1
2,2,340917,2,2,1,Handlerscleaners,1,1,1,2,1
4,2,333230,2,1,2,Profspecialty,1,1,1,1,1
2,2,114955,3,2,1,Machineopinspct,1,1,1,2,1
3,2,159869,3,1,1,Execmanagerial,1,1,1,2,2
4,2,57758,3,1,1,Sales,1,1,1,4,2
2,2,207064,2,1,1,Machineopinspct,1,1,1,2,1
1,2,193090,2,2,1,Admclerical,2,3,1,2,1
4,2,151364,2,2,1,Admclerical,2,1,1,2,1
4,1,88638,4,2,1,Profspecialty,2,4,1,3,2
1,1,304960,3,2,1,Admclerical,2,1,5,2,1
2,1,154246,3,2,1,Profspecialty,1,3,1,3,1
2,2,142519,2,2,1,Handlerscleaners,1,1,1,2,1
4,2,192230,2,1,1,Execmanagerial,1,1,1,2,1
1,2,330132,3,1,1,Techsupport,2,1,1,2,2
1,2,51111,2,2,1,Sales,2,1,1,2,1
3,1,188291,3,1,1,Protectiveserv,1,1,4,2,2
2,1,349066,2,2,1,Machineopinspct,1,1,1,2,1
2,2,133503,2,1,1,Protectiveserv,1,2,1,1,1
3,2,146497,2,2,1,Execmanagerial,2,1,1,3,1
1,2,240468,2,1,2,Sales,2,1,2,2,1
3,2,175120,2,2,1,Craftrepair,1,1,1,2,1
2,2,253814,3,2,1,Execmanagerial,2,1,1,3,1
2,2,159247,3,1,1,Profspecialty,1,1,1,2,2
3,2,213464,2,1,1,Craftrepair,1,1,1,2,1
3,1,32016,4,1,1,Profspecialty,1,1,1,2,2
3,2,135020,2,2,1,Transportmoving,1,1,1,2,1
1,2,142712,2,1,1,Craftrepair,1,1,1,2,1
1,1,76900,3,2,1,Techsupport,1,1,1,2,1
2,2,112176,2,2,1,Sales,1,1,1,1,1
3,1,262233,3,2,1,Execmanagerial,1,1,1,2,2
2,2,306678,2,1,1,Machineopinspct,1,2,1,2,1
2,1,308945,2,1,1,Craftrepair,1,1,1,2,2
4,2,46699,2,1,1,Admclerical,2,1,1,2,1
3,2,377757,1,1,1,Transportmoving,1,1,1,2,1
1,2,220993,2,2,1,Sales,1,1,2,3,1
3,2,102147,2,1,1,Craftrepair,1,1,1,2,1
3,2,113770,2,1,1,Admclerical,2,1,1,2,1
3,2,148900,3,1,1,Profspecialty,1,1,1,3,2
1,1,329426,3,2,1,Execmanagerial,1,1,1,2,1
4,2,181408,3,1,1,Craftrepair,1,1,1,1,1
3,1,101950,4,2,1,Profspecialty,2,1,1,2,1
4,2,32537,2,1,1,Farmingfishing,1,1,1,2,2
3,2,209547,2,2,1,Machineopinspct,1,1,1,2,1
2,2,151476,3,2,1,Admclerical,2,2,1,2,1
4,2,174824,2,2,1,Farmingfishing,1,4,1,2,2
1,2,138768,2,2,1,Admclerical,1,1,1,2,1
4,2,200190,3,1,1,Sales,1,1,1,5,2
3,2,168407,2,2,1,Admclerical,2,3,1,2,1
1,2,148315,2,2,1,Craftrepair,1,1,1,2,1
3,2,53506,3,2,1,Craftrepair,2,1,1,2,1
1,2,105693,3,2,1,Profspecialty,2,1,1,2,1
1,2,189589,2,2,1,Techsupport,2,1,1,2,1
1,2,215955,3,1,1,Execmanagerial,1,2,1,2,2
3,2,211253,3,2,1,Execmanagerial,2,1,1,2,1
2,1,191385,3,2,1,Protectiveserv,1,2,1,2,1
1,2,137895,2,1,1,Sales,1,1,1,3,1
4,1,159699,3,1,1,Admclerical,1,1,1,1,1
2,2,295922,2,2,1,Admclerical,1,1,1,2,1
2,2,175856,2,1,1,Craftrepair,1,1,1,4,1
1,2,216129,2,2,1,Admclerical,1,1,1,2,1
3,1,214242,2,1,1,Craftrepair,1,1,1,2,2
1,2,285457,2,2,1,Transportmoving,1,1,1,3,1
2,2,124420,2,2,1,Execmanagerial,1,3,1,2,1
1,2,142751,1,2,1,Handlerscleaners,1,1,1,2,1
4,1,283635,4,2,1,Profspecialty,2,1,1,2,1
1,2,322931,1,1,1,Transportmoving,1,1,4,2,2
4,2,76482,2,1,1,Craftrepair,1,1,1,2,1
4,2,141944,2,1,1,Machineopinspct,1,3,1,2,2
2,2,193042,4,1,1,Sales,1,5,1,4,2
2,2,67006,1,2,1,Machineopinspct,2,1,1,3,1
2,1,182714,4,2,1,Profspecialty,2,1,1,4,2
4,1,172046,2,1,1,Execmanagerial,1,1,1,2,2
2,2,185177,3,1,1,Execmanagerial,1,1,1,2,1
2,2,102858,3,1,1,Profspecialty,1,1,5,2,1
3,2,84954,2,1,1,Sales,1,2,1,4,1
1,2,115895,2,2,1,Sales,2,1,1,1,1
1,2,184589,3,2,1,Profspecialty,2,1,1,1,1
2,2,282611,3,2,1,Execmanagerial,2,1,1,2,1
4,2,218649,2,1,1,Handlerscleaners,1,1,1,2,1
1,1,157541,2,2,1,Profspecialty,1,1,1,1,1
4,2,145419,2,2,1,Admclerical,2,1,1,1,1
2,2,122616,2,1,1,Techsupport,1,1,1,5,2
4,2,204584,4,2,1,Sales,2,1,1,2,1
1,2,117210,2,2,1,Sales,1,1,1,3,1
2,2,69481,2,2,1,Machineopinspct,1,1,1,2,1
4,2,148492,2,1,1,Craftrepair,1,1,2,3,2
2,2,29312,1,1,1,Transportmoving,1,1,1,5,2
4,2,120302,2,1,1,Machineopinspct,1,1,1,2,1
1,2,182227,2,2,1,Admclerical,1,1,1,1,1
2,2,219110,2,1,1,Craftrepair,1,1,1,3,1
1,1,33551,3,1,1,Techsupport,1,1,1,1,1
3,2,164043,2,1,1,Sales,1,1,1,2,1
2,2,289731,1,1,1,Machineopinspct,1,1,1,2,1
2,2,256362,2,1,1,Craftrepair,1,1,1,2,2
1,2,73679,2,2,1,Execmanagerial,2,1,1,2,1
2,1,357720,3,2,1,Profspecialty,2,1,1,2,1
3,2,138077,3,2,1,Admclerical,2,1,1,1,1
3,2,183479,3,1,1,Sales,1,1,1,2,2
2,2,103596,2,2,1,Protectiveserv,1,1,1,5,1
2,2,172304,1,1,1,Machineopinspct,1,1,1,2,1
1,2,637080,2,2,1,Sales,1,1,1,1,1
2,2,385959,2,2,1,Craftrepair,1,1,1,3,1
2,2,116539,2,1,1,Craftrepair,1,1,1,2,1
2,2,129263,2,2,1,Execmanagerial,2,1,1,4,1
4,2,141253,1,2,1,Farmingfishing,1,1,1,3,1
2,1,35626,2,2,1,Admclerical,2,1,1,1,1
3,1,94937,3,2,1,Admclerical,2,1,1,2,1
3,2,220269,2,1,1,Techsupport,1,1,1,2,2
2,2,169544,2,1,1,Transportmoving,1,3,1,2,2
2,2,214604,3,1,1,Sales,1,1,1,2,2
1,2,81540,2,1,1,Craftrepair,1,1,1,2,2
4,2,24013,2,1,1,Execmanagerial,1,1,1,5,2
2,1,313729,4,2,1,Profspecialty,1,1,1,4,1
4,2,192237,1,2,1,Sales,2,1,1,2,1
3,2,113324,3,1,1,Farmingfishing,1,1,1,4,2
1,2,215477,2,2,1,Transportmoving,1,1,1,2,1
1,2,199903,3,2,1,Profspecialty,2,1,1,2,1
1,2,431861,2,1,1,Transportmoving,1,1,1,2,1
1,2,274679,4,2,1,Profspecialty,1,1,1,3,1
1,2,177499,3,2,1,Craftrepair,1,1,2,1,1
1,2,206125,2,1,1,Craftrepair,1,1,1,2,1
2,1,221740,3,1,1,Profspecialty,2,1,1,1,2
4,2,202652,2,2,1,Admclerical,2,1,1,1,1
3,2,348960,2,1,1,Handlerscleaners,1,1,1,2,1
4,2,157932,1,1,1,Craftrepair,1,1,1,2,2
4,2,201344,3,2,1,Craftrepair,2,1,1,1,1
2,2,40067,2,1,1,Craftrepair,1,1,1,2,1
4,1,189762,2,1,1,Craftrepair,1,1,1,2,2
3,2,226246,2,2,1,Handlerscleaners,1,1,1,3,1
2,2,196385,4,1,1,Profspecialty,1,1,1,1,2
3,2,217054,2,2,1,Farmingfishing,1,1,1,2,1
3,2,104973,4,1,1,Farmingfishing,1,1,1,2,2
3,1,34218,2,1,1,Craftrepair,1,1,1,2,1
3,2,235924,3,2,1,Execmanagerial,2,1,1,2,1
2,2,98656,2,2,1,Profspecialty,2,1,1,2,1
2,1,296466,4,2,1,Profspecialty,1,1,1,4,1
1,2,184756,3,2,1,Execmanagerial,2,1,1,2,1
2,1,233993,3,2,1,Profspecialty,2,1,1,1,1
4,2,127543,1,1,1,Farmingfishing,1,2,1,5,1
3,2,187164,2,1,1,Execmanagerial,1,1,2,3,1
4,2,113912,3,1,1,Profspecialty,2,1,1,1,1
2,2,216479,2,2,1,Execmanagerial,2,1,1,2,1
4,2,135480,2,1,1,Sales,1,1,1,1,1
1,2,204160,2,2,1,Machineopinspct,2,1,1,2,1
4,1,114650,1,1,1,Craftrepair,1,1,1,2,1
1,2,184831,2,1,1,Execmanagerial,1,1,1,2,1
3,1,120429,4,1,1,Profspecialty,1,5,1,3,2
1,2,202033,3,1,1,Transportmoving,1,1,1,2,2
4,2,177727,1,1,1,Sales,1,3,1,3,1
4,1,334409,3,1,1,Profspecialty,2,1,1,3,2
1,2,214227,3,2,1,Admclerical,2,1,1,1,1
3,2,115849,2,1,1,Transportmoving,1,1,1,2,1
4,1,671292,2,1,1,Transportmoving,1,1,1,1,2
4,2,31460,2,2,1,Profspecialty,1,1,1,2,1
1,2,141824,2,2,1,Execmanagerial,2,1,1,2,1
1,2,179953,4,2,1,Profspecialty,2,2,1,1,1
2,2,103323,3,1,1,Machineopinspct,1,2,1,2,1
3,2,174426,2,1,1,Machineopinspct,1,1,1,2,1
3,1,192779,3,2,1,Admclerical,1,1,5,1,2
3,2,48087,2,2,1,Farmingfishing,1,1,1,4,1
2,2,132601,3,1,1,Execmanagerial,1,5,1,3,2
3,2,253060,3,1,1,Sales,1,4,1,3,2
4,2,108435,4,1,1,Execmanagerial,1,5,1,4,2
2,1,210452,4,1,1,Execmanagerial,1,1,1,1,1
4,1,45487,2,1,1,Transportmoving,1,1,1,5,1
3,2,199303,2,1,1,Admclerical,1,1,1,2,1
3,2,83064,2,1,1,Machineopinspct,1,1,1,2,1
2,2,44419,2,2,1,Techsupport,2,1,1,2,1
1,2,442612,2,1,1,Sales,1,1,1,4,2
2,1,158092,2,2,1,Admclerical,2,1,1,1,1
2,2,112650,2,2,1,Craftrepair,1,1,1,2,1
4,1,183390,3,2,1,Profspecialty,1,1,1,2,2
1,2,207418,3,2,1,Profspecialty,2,1,1,3,1
2,2,243660,2,1,1,Machineopinspct,1,1,1,3,2
1,2,54243,2,2,1,Transportmoving,1,1,1,4,1
3,1,187581,3,1,1,Techsupport,1,1,1,3,2
2,2,37380,2,1,2,Machineopinspct,2,1,1,2,1
1,2,247025,2,2,1,Handlerscleaners,1,1,1,2,1
1,1,101094,2,2,1,Protectiveserv,1,1,1,4,1
3,1,176716,4,2,1,Profspecialty,1,1,1,2,1
2,2,118429,2,1,1,Execmanagerial,1,1,1,3,1
4,1,221532,3,1,1,Protectiveserv,1,1,1,3,2
1,1,124680,4,2,1,Profspecialty,2,1,1,2,1
4,1,142856,2,1,1,Profspecialty,1,1,1,2,2
2,2,29702,2,1,1,Sales,1,4,1,2,2
4,2,67433,2,1,1,Execmanagerial,1,1,1,4,1
3,2,121124,1,1,1,Machineopinspct,1,1,1,2,1
2,2,394447,4,1,1,Profspecialty,1,1,1,1,2
2,2,79649,2,1,1,Sales,1,1,1,2,1
3,2,203763,4,2,1,Profspecialty,2,1,1,5,1
4,2,229029,3,1,1,Execmanagerial,1,5,1,3,2
4,2,162816,3,1,1,Transportmoving,1,1,1,3,1
2,2,109117,3,2,1,Handlerscleaners,1,1,1,3,1
1,2,32732,2,1,1,Craftrepair,1,1,1,3,1
4,2,217692,2,2,1,Craftrepair,2,1,1,1,1
1,2,34590,2,2,1,Farmingfishing,1,1,1,4,1
4,2,168625,2,2,1,Profspecialty,2,3,1,2,1
2,2,91037,2,1,1,Admclerical,2,1,1,2,2
3,2,171484,1,1,1,Machineopinspct,1,1,1,2,2
4,2,200453,2,1,1,Craftrepair,1,5,1,2,2
2,2,198211,2,1,1,Techsupport,1,1,1,2,1
3,2,70995,3,1,1,Transportmoving,1,5,1,5,2
1,2,245790,2,2,1,Craftrepair,1,1,1,2,1
2,1,247807,3,2,1,Protectiveserv,1,1,1,2,2
4,2,163113,2,2,1,Sales,2,1,1,1,2
4,2,180522,2,2,1,Handlerscleaners,1,1,1,1,1
1,1,203353,3,2,1,Execmanagerial,2,1,1,1,1
4,2,87372,4,1,1,Profspecialty,1,5,1,4,2
4,1,173584,3,2,1,Profspecialty,2,1,1,3,1
3,1,80282,3,1,1,Profspecialty,1,2,1,2,1
2,1,408229,2,2,1,Techsupport,2,1,1,2,1
2,2,134088,3,2,1,Admclerical,2,1,1,2,1
2,2,159255,2,1,1,Execmanagerial,1,1,1,4,2
2,2,186934,2,1,1,Execmanagerial,1,4,1,3,2
3,2,120130,2,2,1,Machineopinspct,1,1,1,2,1
2,1,203849,1,1,1,Handlerscleaners,1,1,1,1,1
1,2,302406,4,2,1,Profspecialty,1,1,1,4,1
3,2,144594,1,1,1,Craftrepair,1,1,5,2,1
2,2,459007,2,1,1,Protectiveserv,1,1,1,5,1
4,2,372181,2,2,1,Sales,2,1,1,2,2
3,2,172034,2,1,1,Sales,1,1,1,4,2
3,2,156566,3,1,1,Execmanagerial,1,3,1,3,2
2,2,338320,2,1,1,Execmanagerial,1,1,1,3,2
4,2,169717,3,1,1,Execmanagerial,1,3,1,3,2
1,2,103762,3,2,1,Execmanagerial,2,1,1,2,1
2,1,47570,4,2,1,Profspecialty,2,1,1,2,1
2,2,119432,3,1,1,Sales,1,1,1,2,2
2,1,312232,3,1,1,Protectiveserv,1,3,1,2,2
2,1,150488,3,2,1,Profspecialty,2,1,1,2,1
1,2,200876,1,2,1,Transportmoving,1,1,1,1,1
3,2,188199,1,2,1,Handlerscleaners,2,1,1,2,1
4,1,118793,2,1,1,Protectiveserv,1,1,1,2,1
4,1,204325,2,1,1,Protectiveserv,1,1,1,3,1
2,2,256671,2,1,1,Admclerical,2,1,1,2,1
1,2,363219,2,2,1,Privhouseserv,2,1,1,1,1
2,2,308945,2,1,1,Machineopinspct,1,1,1,2,1
3,2,100316,3,1,1,Craftrepair,1,1,1,1,1
2,2,296453,4,1,1,Techsupport,1,1,1,1,1
3,2,188694,2,1,1,Execmanagerial,1,1,1,2,1
2,2,186934,2,1,1,Sales,1,5,1,4,2
3,2,216999,3,2,1,Execmanagerial,1,1,1,3,2
3,2,186916,3,1,1,Profspecialty,1,1,1,2,1
2,2,116677,2,1,1,Handlerscleaners,1,1,1,2,1
4,2,95763,1,2,1,Craftrepair,1,1,1,3,1
3,2,117849,4,1,1,Execmanagerial,1,1,1,3,2
2,2,242460,2,2,1,Craftrepair,1,1,1,3,1
2,2,202729,3,1,1,Craftrepair,1,1,1,2,2
3,2,181652,2,1,1,Machineopinspct,2,1,1,2,1
2,2,56121,1,2,1,Craftrepair,1,1,1,2,1
3,2,390369,2,2,1,Craftrepair,1,1,1,2,1
2,2,149726,2,1,1,Sales,1,1,1,2,2
1,2,51262,2,2,1,Machineopinspct,1,1,1,2,1
4,1,205288,2,1,1,Admclerical,2,4,1,1,2
2,2,194630,2,2,1,Sales,2,1,1,2,1
1,2,212207,2,2,1,Farmingfishing,1,1,1,1,1
1,2,204788,2,2,1,Admclerical,2,1,1,2,1
2,2,158688,2,1,1,Machineopinspct,1,1,1,2,1
2,2,97723,3,1,1,Profspecialty,1,1,1,2,2
2,2,193026,3,1,1,Sales,1,1,1,2,2
2,2,257250,1,2,1,Farmingfishing,1,1,1,4,1
4,2,355978,4,1,1,Execmanagerial,1,1,1,2,1
3,2,200574,4,1,1,Profspecialty,1,1,4,4,2
3,1,123219,4,1,1,Profspecialty,1,1,1,1,2
4,2,115882,1,1,1,Craftrepair,1,1,1,1,1
4,2,103021,1,1,1,Craftrepair,1,1,1,2,1
3,2,259479,2,2,1,Transportmoving,1,1,1,3,1
1,2,167787,2,2,1,Sales,2,1,1,1,1
1,1,40021,2,2,1,Admclerical,2,1,1,4,1
3,2,37402,4,2,1,Execmanagerial,2,1,1,1,1
4,2,196174,1,2,1,Handlerscleaners,2,1,1,1,1
1,2,172612,2,1,1,Craftrepair,1,1,1,2,1
3,1,307404,2,2,1,Admclerical,2,1,1,2,1
1,2,152436,2,2,1,Admclerical,2,1,1,3,1
3,2,182541,2,1,1,Farmingfishing,1,1,2,3,1
3,2,282153,2,2,1,Admclerical,2,1,1,1,1
3,2,162003,4,2,1,Profspecialty,1,1,1,1,2
2,2,190759,3,1,1,Profspecialty,1,1,1,3,2
1,2,208122,2,2,1,Handlerscleaners,1,1,1,3,1
4,2,173832,3,1,1,Sales,1,1,4,2,2
2,2,287548,2,1,1,Sales,1,1,1,3,2
3,2,285200,2,1,1,Craftrepair,1,1,1,2,1
2,2,314375,2,1,1,Sales,1,1,1,4,2
1,2,517000,3,2,1,Admclerical,1,1,1,1,1
2,2,66173,3,2,1,Admclerical,2,1,1,3,1
1,2,182823,3,2,1,Sales,1,1,1,1,1
1,2,135568,2,1,1,Handlerscleaners,1,1,1,2,1
4,2,333676,2,1,1,Farmingfishing,1,1,1,3,1
3,2,201699,3,1,1,Machineopinspct,1,1,1,2,2
1,2,96020,3,1,1,Execmanagerial,2,1,1,3,2
3,2,176138,3,1,1,Execmanagerial,1,1,1,3,1
3,2,47496,2,2,1,Craftrepair,1,1,1,2,1
1,2,187158,2,2,1,Admclerical,2,1,1,1,1
1,2,249727,2,2,1,Transportmoving,1,1,1,1,1
4,2,237624,1,1,1,Craftrepair,1,1,1,1,1
4,2,42924,2,1,1,Sales,1,1,1,3,1
2,2,205950,2,1,1,Machineopinspct,1,1,1,2,2
2,2,111985,2,1,1,Craftrepair,1,1,1,3,1
2,2,167476,2,2,1,Machineopinspct,1,1,1,3,1
3,2,221172,3,1,1,Execmanagerial,1,1,1,3,2
4,2,199448,3,2,1,Sales,2,1,1,2,1
2,2,313038,2,2,1,Craftrepair,1,1,1,2,1
1,2,112432,2,1,1,Handlerscleaners,1,1,1,3,1
3,2,57914,2,1,1,Protectiveserv,1,1,1,2,1
4,2,145166,2,1,1,Admclerical,1,1,1,3,1
4,2,196278,2,2,1,Sales,2,1,1,2,1
1,2,216481,3,2,1,Profspecialty,2,1,1,2,1
3,2,188027,2,2,1,Execmanagerial,2,1,1,3,1
2,2,66686,2,1,1,Transportmoving,1,1,1,2,2
2,2,250499,2,1,1,Admclerical,2,1,1,3,2
4,2,192869,2,1,1,Farmingfishing,1,1,1,4,1
3,2,121352,2,1,1,Execmanagerial,1,1,1,3,1
2,2,70985,2,1,1,Farmingfishing,1,3,1,2,1
1,2,123116,2,1,1,Transportmoving,1,1,1,2,1
4,2,124771,3,1,1,Farmingfishing,1,1,1,1,1
1,2,199266,3,2,1,Execmanagerial,2,1,1,1,1
3,2,190728,2,2,1,Admclerical,2,1,1,2,1
3,2,99212,3,1,1,Execmanagerial,1,2,1,3,2
4,2,215944,1,2,1,Sales,1,1,1,1,1
1,2,72310,2,2,1,Sales,1,1,1,2,1
1,2,57512,2,2,1,Sales,1,1,1,3,1
3,2,89413,3,1,1,Craftrepair,1,1,1,2,1
4,1,28151,2,2,1,Admclerical,2,1,1,2,2
4,2,46786,3,1,1,Sales,1,4,1,1,2
