"","age","emptype","fnlwgt","educ","marital","attached","occupation","sex","capitalgain","capitalloss","hrperweek","income"
"2950",4,2,149337,3,1,1,"Execmanagerial",1,1,1,2,2
"2951",2,2,36601,3,2,1,"Profspecialty",2,1,1,3,1
"2952",3,1,118600,3,2,1,"Profspecialty",2,1,2,2,1
"2953",2,2,181020,2,2,1,"Handlerscleaners",1,1,1,4,1
"2954",4,2,165998,2,1,1,"Machineopinspct",1,1,1,2,1
"2955",1,2,182200,2,2,1,"Machineopinspct",2,1,1,1,1
"2956",1,2,140001,3,2,1,"Execmanagerial",1,1,1,2,1
"2957",3,1,211450,2,2,1,"Admclerical",1,1,1,2,1
"2958",1,2,184759,2,2,1,"Admclerical",2,1,1,1,1
"2959",3,2,197836,2,1,1,"Sales",1,1,1,3,1
"2960",4,2,232308,2,1,1,"Transportmoving",1,1,1,3,2
"2961",1,2,225291,2,2,1,"Admclerical",2,1,1,2,1
"2962",4,2,136413,1,1,1,"Craftrepair",1,1,1,2,1
"2963",1,2,126060,2,2,1,"Execmanagerial",2,1,1,2,1
"2964",3,2,193494,1,1,1,"Admclerical",1,1,1,2,1
"2965",4,1,147440,2,2,1,"Execmanagerial",2,1,1,1,1
"2966",2,2,225399,2,2,1,"Machineopinspct",1,4,1,2,2
"2967",1,2,174391,2,2,1,"Handlerscleaners",2,1,1,2,1
"2968",4,2,377757,1,1,1,"Sales",1,1,1,4,1
"2969",2,2,110643,3,1,1,"Profspecialty",1,1,1,2,2
"2970",4,1,32694,4,1,1,"Profspecialty",1,1,1,3,2
"2971",3,2,95047,3,1,1,"Admclerical",2,4,1,2,2
"2972",1,2,367329,3,1,1,"Farmingfishing",1,1,1,2,1
"2973",2,2,56026,2,1,1,"Farmingfishing",1,1,1,4,2
"2974",1,2,186452,1,2,1,"Craftrepair",1,1,1,1,1
"2975",3,2,242082,3,1,1,"Profspecialty",1,1,1,3,2
"2976",2,2,31023,2,1,1,"Craftrepair",1,1,1,3,1
"2977",4,2,424079,4,1,1,"Execmanagerial",1,5,1,3,2
"2978",3,2,108947,2,1,1,"Machineopinspct",1,4,1,2,2
"2979",1,1,261979,2,2,1,"Profspecialty",1,1,1,2,1
"2980",3,2,67339,1,1,1,"Handlerscleaners",1,4,1,2,2
"2981",2,2,235109,2,2,1,"Admclerical",2,1,1,2,1
"2982",2,2,208180,3,2,1,"Sales",2,1,1,2,1
"2983",4,1,423561,2,1,1,"Transportmoving",1,1,1,2,1
"2984",3,2,145290,2,1,1,"Execmanagerial",1,1,5,3,2
"2985",1,2,403671,2,2,1,"Machineopinspct",1,1,1,2,1
"2986",1,2,267012,3,2,1,"Sales",1,1,1,3,1
"2987",2,2,191856,2,2,1,"Admclerical",2,1,1,2,1
"2988",4,2,80445,3,1,1,"Craftrepair",1,1,1,2,1
"2989",2,2,379798,2,1,1,"Sales",1,1,1,2,2
"2990",2,1,168387,4,1,1,"Profspecialty",1,1,1,3,1
"2991",1,2,301948,2,2,1,"Protectiveserv",1,5,1,1,1
"2992",2,2,274809,2,2,1,"Admclerical",2,1,1,3,1
"2993",4,2,233193,2,2,1,"Admclerical",2,1,1,1,1
"2994",2,2,299635,4,1,1,"Execmanagerial",1,1,4,3,2
"2995",1,2,236396,1,2,1,"Handlerscleaners",1,1,1,2,1
"2996",2,2,37019,2,2,1,"Farmingfishing",1,1,1,3,1
"2997",4,1,349795,3,1,1,"Protectiveserv",1,1,1,2,1
"2998",3,2,108945,2,2,1,"Profspecialty",2,1,1,1,1
"2999",4,2,188872,1,2,1,"Transportmoving",1,3,1,2,1
"3000",2,2,324019,3,2,1,"Admclerical",2,1,1,2,1
"3001",4,2,206964,2,1,1,"Sales",1,1,1,2,2
"3002",1,2,152540,2,2,1,"Admclerical",2,1,1,1,1
"3003",4,2,143554,2,2,1,"Admclerical",2,1,1,1,1
"3004",1,2,127185,1,2,1,"Machineopinspct",2,1,1,2,1
"3005",1,2,164018,3,1,1,"Sales",1,3,1,3,1
"3006",1,2,210184,1,2,1,"Craftrepair",1,1,1,2,1
"3007",3,2,124973,3,1,1,"Execmanagerial",1,5,1,3,2
"3008",4,2,50164,4,1,1,"Execmanagerial",1,1,1,4,2
"3009",4,2,79324,2,1,1,"Craftrepair",1,1,1,2,2
"3010",4,2,189462,2,1,1,"Craftrepair",1,4,1,2,2
"3011",1,2,171114,3,2,1,"Admclerical",2,1,1,1,1
"3012",1,2,201799,2,2,1,"Sales",2,1,1,2,1
"3013",3,2,191149,2,2,1,"Execmanagerial",2,1,1,2,1
"3014",3,2,136081,4,1,1,"Profspecialty",1,1,1,4,2
"3015",3,2,373403,2,1,1,"Farmingfishing",1,1,1,3,1
"3016",2,2,130926,3,2,1,"Admclerical",2,3,1,2,1
"3017",1,2,129624,3,1,1,"Execmanagerial",1,1,1,2,2
"3018",3,2,191196,4,2,1,"Execmanagerial",1,1,1,2,1
"3019",4,2,110243,3,1,1,"Execmanagerial",1,1,1,3,2
"3020",2,2,89030,2,2,1,"Sales",2,1,1,2,1
"3021",1,2,277700,2,2,1,"Handlerscleaners",1,1,1,3,1
"3022",2,2,250679,2,2,1,"Craftrepair",1,1,1,2,1
"3023",2,2,142675,1,1,1,"Craftrepair",1,1,1,3,1
"3024",1,2,299050,2,2,1,"Admclerical",1,1,1,1,1
"3025",4,2,107833,1,1,1,"Transportmoving",1,1,2,2,2
"3026",3,2,34377,3,1,1,"Craftrepair",1,1,1,2,2
"3027",3,2,209833,2,1,1,"Craftrepair",1,1,1,4,1
"3028",3,2,147206,2,2,1,"Craftrepair",1,1,1,1,1
"3029",4,2,93664,2,1,1,"Execmanagerial",1,5,1,4,2
"3030",2,2,312667,2,1,1,"Transportmoving",1,1,1,2,1
"3031",1,2,195994,2,2,1,"Sales",2,1,1,1,1
"3032",2,2,288049,2,1,1,"Execmanagerial",1,1,1,3,1
"3033",4,2,54759,2,2,1,"Profspecialty",2,1,1,1,1
"3034",2,2,155343,2,1,1,"Craftrepair",1,3,1,2,1
"3035",2,2,401104,2,1,1,"Handlerscleaners",1,1,1,3,2
"3036",4,2,113995,3,1,1,"Execmanagerial",1,1,1,3,2
"3037",3,2,111499,2,1,1,"Transportmoving",1,3,1,3,2
"3038",3,2,162187,3,1,1,"Sales",1,1,1,3,2
"3039",2,1,147654,3,1,1,"Profspecialty",1,1,1,4,1
"3040",2,2,182467,3,1,1,"Craftrepair",2,1,1,2,1
"3041",1,2,48610,1,2,1,"Farmingfishing",1,1,1,3,1
"3042",4,2,162632,2,1,1,"Execmanagerial",1,1,1,3,1
"3043",3,1,91711,3,1,1,"Profspecialty",1,1,1,3,2
"3044",2,2,198003,2,1,1,"Craftrepair",1,3,1,3,2
"3045",1,2,262778,3,2,1,"Sales",2,3,1,3,1
"3046",4,2,102470,2,1,1,"Craftrepair",1,1,1,2,1
"3047",4,2,123170,2,1,1,"Execmanagerial",1,1,1,1,1
"3048",2,2,164243,2,1,1,"Techsupport",1,1,1,4,2
"3049",1,2,262511,1,2,1,"Sales",1,1,1,1,1
"3050",4,2,51170,2,1,1,"Craftrepair",1,1,1,3,1
"3051",3,2,173175,3,1,1,"Execmanagerial",1,5,1,3,2
"3052",2,2,120301,2,1,1,"Execmanagerial",1,1,1,3,1
"3053",2,2,250967,3,1,1,"Profspecialty",1,1,1,2,1
"3054",1,2,36235,3,2,1,"Admclerical",2,1,1,2,1
"3055",4,1,110965,4,2,1,"Profspecialty",1,1,1,2,1
"3056",2,2,152940,2,1,1,"Craftrepair",1,1,1,2,1
"3057",4,2,168625,2,2,1,"Techsupport",2,1,1,1,2
"3058",1,2,33939,2,2,1,"Techsupport",1,1,1,1,1
"3059",3,2,155659,2,1,1,"Craftrepair",1,5,1,3,2
"3060",1,2,216178,2,1,1,"Sales",1,1,1,2,1
"3061",4,2,227386,1,1,1,"Craftrepair",1,1,1,2,1
"3062",2,2,167482,1,2,1,"Handlerscleaners",1,1,1,2,1
"3063",1,2,57957,2,2,1,"Sales",2,1,1,1,1
"3064",2,2,157747,1,2,1,"Handlerscleaners",1,1,1,4,1
"3065",4,2,216292,2,1,1,"Farmingfishing",1,1,1,2,1
"3066",1,2,131298,1,1,1,"Craftrepair",1,1,1,3,1
"3067",3,2,179668,3,1,1,"Profspecialty",1,1,1,3,2
"3068",1,2,210812,2,2,1,"Craftrepair",1,1,1,2,1
"3069",3,1,311671,3,1,1,"Protectiveserv",1,3,1,2,1
"3070",1,2,215247,2,2,1,"Admclerical",2,1,1,1,1
"3071",2,1,125856,2,2,1,"Craftrepair",1,1,1,2,1
"3072",1,2,74631,2,2,1,"Handlerscleaners",2,1,1,1,1
"3073",1,2,24008,2,2,1,"Admclerical",1,1,1,2,1
"3074",2,2,155343,2,1,1,"Craftrepair",1,1,3,3,2
"3075",3,2,245361,3,2,1,"Execmanagerial",2,1,1,1,1
"3076",2,2,211334,2,1,1,"Craftrepair",1,2,1,4,1
"3077",2,2,114224,3,1,1,"Profspecialty",1,1,1,2,2
"3078",1,1,64292,3,2,1,"Profspecialty",2,1,1,2,1
"3079",1,2,324637,2,2,1,"Sales",1,1,1,2,1
"3080",1,2,163620,2,1,1,"Execmanagerial",1,3,1,5,2
"3081",2,2,194200,2,2,1,"Machineopinspct",1,1,1,3,1
"3082",2,1,207172,2,2,1,"Execmanagerial",2,1,1,2,1
"3083",2,2,135312,3,2,1,"Profspecialty",1,1,1,2,2
"3084",2,2,100734,4,2,1,"Profspecialty",2,1,1,1,1
"3085",2,1,226443,4,1,1,"Profspecialty",1,1,3,3,2
"3086",4,2,110871,3,1,1,"Sales",1,1,1,2,1
"3087",2,2,192704,1,2,1,"Execmanagerial",1,3,1,3,1
"3088",1,2,78870,3,2,1,"Sales",1,4,1,2,2
"3089",3,2,107762,4,1,1,"Profspecialty",1,1,1,2,2
"3090",4,2,208452,2,1,1,"Sales",1,1,1,1,2
"3091",1,2,302195,3,1,1,"Profspecialty",1,1,1,2,1
"3092",4,2,174855,2,2,1,"Execmanagerial",2,1,1,2,1
"3093",2,2,39369,3,1,1,"Craftrepair",1,1,1,2,1
"3094",2,1,196348,2,1,1,"Machineopinspct",1,1,1,2,1
"3095",2,2,340917,2,2,1,"Craftrepair",1,5,1,2,2
"3096",2,1,127651,3,1,1,"Profspecialty",1,1,1,2,2
"3097",2,2,315128,2,2,1,"Admclerical",2,1,1,3,1
"3098",2,1,206823,3,2,1,"Protectiveserv",1,1,1,3,2
"3099",4,2,316093,4,2,1,"Profspecialty",1,1,2,2,1
"3100",1,2,250051,2,2,1,"Profspecialty",2,1,1,1,1
"3101",1,1,109193,2,2,1,"Craftrepair",2,1,1,2,1
"3102",3,2,27242,2,2,1,"Farmingfishing",1,1,1,4,1
"3103",2,2,53158,3,2,1,"Techsupport",2,1,1,2,1
"3104",2,2,206520,3,2,1,"Craftrepair",1,1,1,2,1
"3105",2,2,164190,2,1,1,"Profspecialty",1,1,1,3,2
"3106",1,2,287988,2,2,1,"Sales",1,1,1,1,1
"3107",4,2,65087,4,1,1,"Execmanagerial",1,5,1,3,2
"3108",3,2,363418,3,2,1,"Craftrepair",1,1,1,1,1
"3109",1,2,278870,2,2,1,"Handlerscleaners",1,1,1,1,1
"3110",2,2,174789,3,1,1,"Execmanagerial",1,1,3,3,2
"3111",3,2,263568,2,1,1,"Machineopinspct",1,1,1,2,1
"3112",2,2,117381,4,1,1,"Profspecialty",1,1,1,3,1
"3113",3,2,49156,2,1,1,"Profspecialty",1,1,1,1,1
"3114",3,2,421449,2,2,1,"Admclerical",2,1,1,2,1
"3115",2,2,238944,2,1,1,"Machineopinspct",1,1,1,2,1
"3116",4,2,175925,2,1,1,"Machineopinspct",1,1,1,3,1
"3117",2,2,164190,3,1,1,"Execmanagerial",1,1,1,2,1
"3118",3,2,120121,3,1,1,"Sales",1,1,1,3,2
"3119",4,1,161944,3,2,1,"Admclerical",1,1,1,1,1
"3120",1,2,290528,2,1,1,"Machineopinspct",1,1,1,2,1
"3121",4,2,34186,2,1,1,"Farmingfishing",1,1,1,4,1
"3122",4,1,282680,4,2,1,"Profspecialty",2,1,2,4,2
"3123",2,2,183892,2,2,1,"Transportmoving",1,4,1,3,2
"3124",4,1,55938,3,1,1,"Admclerical",1,1,1,2,2
"3125",2,2,209900,2,2,1,"Techsupport",1,1,1,1,1
"3126",3,2,179717,3,2,1,"Sales",1,1,2,4,2
"3127",1,2,150361,3,2,1,"Profspecialty",2,1,1,2,1
"3128",2,2,205204,2,2,1,"Admclerical",2,1,1,2,1
"3129",2,1,168906,3,1,1,"Admclerical",2,1,1,1,1
"3130",2,2,112115,3,1,1,"Execmanagerial",1,1,1,3,2
"3131",1,2,116531,3,2,1,"Execmanagerial",2,1,1,2,1
"3132",4,2,191917,3,2,1,"Admclerical",2,3,1,2,1
"3133",1,2,341294,2,1,1,"Machineopinspct",1,1,1,2,1
"3134",3,2,216734,3,2,1,"Sales",2,1,1,3,1
"3135",2,2,424988,2,1,1,"Craftrepair",1,1,1,3,1
"3136",3,2,168232,2,1,1,"Admclerical",1,1,1,2,2
"3137",4,2,398067,2,2,1,"Admclerical",2,1,1,2,1
"3138",4,2,29658,2,1,1,"Craftrepair",1,1,1,2,2
"3139",1,2,154966,2,1,1,"Sales",1,1,1,3,2
"3140",4,2,364099,2,2,1,"Admclerical",2,1,1,1,1
"3141",4,1,97837,2,2,1,"Profspecialty",1,1,1,3,2
"3142",2,2,117983,2,2,1,"Admclerical",2,1,1,2,1
"3143",4,2,225526,2,2,1,"Sales",2,1,1,1,1
"3144",2,1,289653,2,1,1,"Craftrepair",1,1,1,2,1
"3145",1,2,179462,1,2,1,"Handlerscleaners",1,1,1,2,1
"3146",2,1,67317,2,1,1,"Admclerical",1,1,1,2,1
"3147",3,2,77764,3,1,1,"Craftrepair",1,1,1,2,1
"3148",2,2,253438,2,1,1,"Execmanagerial",1,1,1,4,2
"3149",2,2,150309,3,2,1,"Execmanagerial",2,1,1,4,1
"3150",3,2,83064,3,1,1,"Farmingfishing",1,1,1,4,1
"3151",4,2,376973,2,1,1,"Craftrepair",1,1,1,2,2
"3152",4,2,311184,3,1,1,"Execmanagerial",1,1,1,1,1
"3153",3,1,159449,2,1,1,"Protectiveserv",1,1,1,2,1
"3154",1,2,168288,2,2,1,"Handlerscleaners",1,1,1,2,1
"3155",1,2,275190,2,2,1,"Admclerical",2,1,1,2,1
"3156",2,2,189838,2,2,1,"Sales",2,1,1,3,1
"3157",4,2,101338,3,1,1,"Execmanagerial",1,1,1,1,1
"3158",3,2,331894,2,1,1,"Transportmoving",1,1,1,4,2
"3159",2,2,46385,2,1,1,"Transportmoving",1,3,1,5,2
"3160",3,1,363591,3,1,1,"Execmanagerial",1,1,1,2,1
"3161",2,1,182556,3,1,1,"Protectiveserv",1,1,3,3,2
"3162",4,2,190747,2,1,1,"Machineopinspct",1,1,1,2,1
"3163",3,2,174216,4,1,1,"Profspecialty",1,1,1,1,2
"3164",1,2,366416,2,2,1,"Admclerical",2,1,1,2,1
"3165",3,2,172538,2,1,1,"Profspecialty",1,1,1,3,2
"3166",2,2,193026,3,1,1,"Sales",1,1,1,3,2
"3167",4,2,184424,2,1,1,"Admclerical",2,1,4,1,2
"3168",4,1,337768,4,1,1,"Execmanagerial",1,1,1,3,2
"3169",1,1,179059,3,2,1,"Profspecialty",1,1,1,2,1
"3170",3,2,72619,2,1,1,"Execmanagerial",2,1,1,2,2
"3171",2,2,30267,1,2,1,"Transportmoving",1,1,1,4,2
"3172",2,2,206351,1,1,1,"Craftrepair",1,3,1,2,1
"3173",1,2,282304,2,2,1,"Sales",1,1,1,3,1
"3174",3,2,142719,3,1,1,"Execmanagerial",1,1,1,2,2
"3175",2,2,114973,2,2,1,"Execmanagerial",2,1,1,1,1
"3176",3,2,91209,3,1,1,"Execmanagerial",1,1,1,2,2
"3177",1,2,196564,2,1,1,"Craftrepair",1,1,1,3,1
"3178",4,2,149220,2,1,1,"Farmingfishing",1,1,1,4,1
"3179",2,2,156718,2,2,1,"Techsupport",2,1,1,2,1
"3180",3,2,55720,4,1,1,"Execmanagerial",1,1,1,3,2
"3181",3,2,257250,2,2,1,"Farmingfishing",1,1,1,3,1
"3182",1,2,194630,2,2,1,"Sales",1,1,1,2,1
"3183",2,2,398931,3,1,1,"Profspecialty",1,1,2,3,2
"3184",2,2,362062,4,1,1,"Profspecialty",1,5,1,3,2
"3185",3,1,101593,4,2,1,"Profspecialty",1,1,3,2,1
"3186",2,2,196266,2,1,1,"Craftrepair",1,1,1,2,2
"3187",3,1,197332,3,2,1,"Execmanagerial",1,1,1,2,1
"3188",3,2,97842,2,1,1,"Craftrepair",1,1,1,2,1
"3189",3,2,154430,3,2,1,"Profspecialty",2,4,1,3,2
"3190",2,2,38468,2,2,1,"Admclerical",2,1,1,2,1
"3191",3,1,188808,3,1,1,"Craftrepair",1,1,1,2,2
"3192",4,1,177163,4,2,1,"Profspecialty",2,2,1,3,1
"3193",3,2,187322,2,1,1,"Machineopinspct",1,1,1,3,1
"3194",1,2,107578,3,2,1,"Admclerical",2,2,1,2,1
"3195",2,2,360799,2,1,1,"Craftrepair",1,3,1,2,2
"3196",1,2,188476,1,2,1,"Execmanagerial",1,1,1,1,1
"3197",1,2,252752,2,2,1,"Profspecialty",2,1,1,1,1
"3198",3,2,443508,2,1,1,"Execmanagerial",1,1,1,3,1
"3199",3,2,178983,2,1,1,"Admclerical",2,1,1,2,1
"3200",1,2,143068,2,1,1,"Execmanagerial",1,2,1,3,1
"3201",2,1,247328,2,2,1,"Admclerical",1,1,1,2,1
"3202",3,2,201732,2,1,1,"Sales",1,1,1,2,2
"3203",2,2,246829,2,2,1,"Execmanagerial",2,1,1,2,1
"3204",2,2,119170,2,2,1,"Techsupport",2,1,1,2,1
"3205",1,2,207923,2,1,2,"Admclerical",2,1,1,1,1
"3206",4,1,170142,4,2,1,"Profspecialty",1,1,1,2,2
"3207",3,2,187164,2,2,1,"Transportmoving",1,1,1,4,1
"3208",2,2,213179,2,2,1,"Craftrepair",1,1,1,2,2
"3209",1,2,297154,2,1,1,"Handlerscleaners",1,2,1,2,1
"3210",3,1,340718,1,2,1,"Admclerical",2,1,1,2,1
"3211",1,2,194059,1,2,1,"Admclerical",1,1,1,2,1
"3212",2,2,47296,2,1,1,"Admclerical",2,1,3,1,1
"3213",1,1,286310,2,1,2,"Admclerical",2,1,1,2,1
"3214",3,2,207202,2,1,1,"Machineopinspct",1,1,1,3,2
"3215",2,2,132601,2,1,1,"Craftrepair",1,1,1,2,2
"3216",3,2,160785,3,1,1,"Execmanagerial",1,1,1,2,2
"3217",3,2,117849,2,1,1,"Sales",1,5,1,2,2
"3218",3,1,225605,2,1,1,"Profspecialty",1,1,1,2,1
"3219",1,2,190290,3,2,1,"Sales",1,1,1,4,1
"3220",4,2,164799,2,1,1,"Machineopinspct",1,1,1,2,2
"3221",3,2,160785,3,1,1,"Sales",1,1,1,4,2
"3222",4,2,272425,3,1,1,"Execmanagerial",1,1,1,2,2
"3223",3,2,168538,2,1,1,"Sales",1,1,1,4,2
"3224",3,2,204205,2,1,1,"Execmanagerial",1,1,1,3,2
"3225",4,2,142287,2,1,1,"Admclerical",1,1,4,3,2
"3226",2,2,169926,2,2,1,"Sales",2,1,1,2,1
"3227",3,2,374764,3,2,1,"Execmanagerial",1,1,1,1,1
"3228",4,2,227332,3,2,1,"Admclerical",1,1,1,2,1
"3229",1,2,51331,3,1,1,"Execmanagerial",2,1,1,1,2
"3230",3,2,169180,4,2,1,"Profspecialty",2,1,1,1,1
"3231",3,2,193451,2,1,1,"Transportmoving",1,1,1,3,1
"3232",4,2,305147,3,2,1,"Profspecialty",1,1,1,2,1
"3233",3,2,402397,4,1,1,"Execmanagerial",2,1,4,4,2
"3234",1,2,29250,2,2,1,"Profspecialty",1,1,1,1,1
"3235",3,1,29696,2,1,1,"Transportmoving",1,1,1,2,1
"3236",4,2,282023,4,1,1,"Profspecialty",1,1,1,3,2
"3237",2,2,77760,2,1,1,"Admclerical",1,1,1,3,1
"3238",3,2,148599,4,1,1,"Craftrepair",1,1,1,3,2
"3239",4,2,414994,2,1,1,"Craftrepair",1,1,1,2,1
"3240",3,2,339863,3,2,1,"Sales",1,4,1,3,2
"3241",3,2,252058,3,2,1,"Admclerical",1,1,1,2,1
"3242",2,2,117963,4,1,1,"Profspecialty",1,1,1,3,2
"3243",3,1,39986,3,1,1,"Profspecialty",1,1,1,2,1
"3244",3,2,135342,2,1,1,"Execmanagerial",1,1,1,3,2
"3245",2,2,118267,3,2,1,"Sales",1,1,1,4,1
"3246",2,2,266043,1,1,1,"Transportmoving",1,1,1,2,1
"3247",1,2,35633,2,1,1,"Handlerscleaners",1,1,1,2,1
"3248",1,2,74568,2,2,1,"Execmanagerial",1,1,1,2,1
"3249",3,2,214816,3,1,1,"Execmanagerial",1,1,1,4,1
"3250",2,2,259425,2,1,1,"Craftrepair",1,1,1,2,2
"3251",3,2,212120,2,1,1,"Craftrepair",1,1,1,2,2
"3252",1,2,245880,2,2,1,"Admclerical",1,1,1,4,1
"3253",4,1,54947,2,2,1,"Profspecialty",2,1,1,3,1
"3254",3,2,79627,4,2,1,"Profspecialty",1,5,1,3,2
"3255",1,2,132661,2,1,1,"Execmanagerial",2,3,1,2,1
"3256",1,2,161674,2,2,1,"Machineopinspct",2,1,1,2,1
"3257",3,2,227236,2,1,1,"Sales",1,1,1,3,1
"3258",4,2,298249,3,1,1,"Sales",1,4,1,2,2
"3259",3,2,251229,3,1,1,"Transportmoving",1,1,1,2,1
"3260",4,2,199949,1,1,1,"Protectiveserv",1,1,1,1,1
"3261",1,1,305498,3,2,1,"Techsupport",2,1,1,2,1
"3262",3,2,203836,1,2,1,"Transportmoving",1,1,1,2,1
"3263",4,1,142719,4,1,1,"Profspecialty",1,1,1,2,2
"3264",4,2,119859,2,2,1,"Transportmoving",1,1,1,2,2
"3265",3,1,202872,2,2,1,"Profspecialty",2,1,1,1,1
"3266",2,1,129707,2,2,1,"Execmanagerial",1,1,1,3,1
"3267",3,2,173981,2,1,1,"Craftrepair",1,1,1,2,1
"3268",2,2,134886,2,2,1,"Admclerical",2,1,1,2,1
"3269",3,1,181970,2,1,1,"Admclerical",1,1,2,2,1
"3270",4,1,196013,3,1,1,"Profspecialty",1,1,1,2,2
"3271",1,2,121037,1,2,1,"Sales",2,1,1,1,1
"3272",4,2,147589,3,1,1,"Sales",1,1,1,1,2
"3273",1,2,24008,2,2,1,"Handlerscleaners",1,1,1,1,1
"3274",3,2,123838,4,1,1,"Profspecialty",1,1,4,3,2
"3275",4,2,175456,2,1,1,"Farmingfishing",1,1,1,3,1
"3276",4,2,84774,2,1,1,"Privhouseserv",2,1,1,1,1
"3277",1,2,134566,3,1,1,"Execmanagerial",1,1,1,3,1
"3278",4,2,211678,3,1,1,"Machineopinspct",1,1,1,3,1
"3279",3,1,44822,2,1,1,"Craftrepair",1,1,1,2,1
"3280",4,1,144586,2,2,1,"Protectiveserv",2,1,1,2,1
"3281",1,2,119156,2,1,1,"Craftrepair",1,1,1,2,1
"3282",1,2,371987,2,2,1,"Admclerical",2,1,1,2,1
"3283",3,1,144125,3,2,1,"Profspecialty",2,1,1,2,1
"3284",4,2,31905,4,1,1,"Execmanagerial",1,1,4,2,2
"3285",4,2,121124,2,1,1,"Profspecialty",1,1,1,1,2
"3286",3,2,58126,2,1,1,"Craftrepair",1,1,1,2,1
"3287",1,2,318518,2,2,1,"Transportmoving",1,1,1,2,1
"3288",2,2,473133,4,1,1,"Profspecialty",1,1,1,2,2
"3289",4,2,155434,2,1,1,"Execmanagerial",1,1,1,3,1
"3290",4,2,99185,2,1,1,"Sales",1,3,1,3,2
"3291",3,2,56648,2,2,1,"Sales",2,1,1,3,1
"3292",4,1,118481,3,1,1,"Profspecialty",1,1,4,2,2
"3293",1,2,321666,2,2,1,"Craftrepair",1,2,1,2,1
"3294",1,2,330695,2,1,1,"Machineopinspct",1,1,1,2,1
"3295",3,2,178134,2,2,1,"Admclerical",2,1,1,1,1
"3296",3,2,165309,2,1,1,"Transportmoving",1,1,1,2,1
"3297",1,2,216181,1,2,1,"Craftrepair",1,1,1,3,1
"3298",4,2,178745,2,1,1,"Craftrepair",1,1,1,3,2
"3299",3,2,111067,2,1,1,"Craftrepair",1,1,1,2,1
"3300",3,2,123075,2,1,1,"Execmanagerial",1,1,1,3,1
"3301",1,2,78045,1,1,2,"Handlerscleaners",1,1,1,2,1
"3302",2,1,255004,2,2,1,"Craftrepair",1,1,1,2,1
"3303",2,2,254221,4,2,1,"Profspecialty",2,1,1,4,2
"3304",1,2,174714,2,2,1,"Profspecialty",1,1,1,1,1
"3305",4,2,450580,2,1,1,"Farmingfishing",1,1,1,1,1
"3306",4,2,128230,1,1,1,"Sales",1,1,1,3,2
"3307",4,2,192894,4,1,1,"Profspecialty",1,1,1,2,2
"3308",3,2,325390,2,1,1,"Sales",1,1,1,2,1
"3309",2,2,20333,2,1,1,"Sales",2,4,1,2,2
"3310",3,2,269186,2,1,1,"Craftrepair",1,1,1,2,1
"3311",4,2,127671,1,1,1,"Machineopinspct",1,1,1,2,1
"3312",3,2,201495,3,2,1,"Protectiveserv",1,1,1,3,1
"3313",4,2,195462,2,1,1,"Farmingfishing",1,1,1,5,2
"3314",2,2,170769,2,1,1,"Craftrepair",1,1,1,2,1
"3315",1,2,142443,2,2,1,"Craftrepair",1,1,1,2,1
"3316",1,2,182809,2,1,1,"Craftrepair",1,3,1,2,2
"3317",4,2,121441,2,1,1,"Sales",1,1,1,3,1
"3318",2,2,170263,2,2,1,"Execmanagerial",2,1,1,2,1
"3319",2,2,178615,2,1,1,"Machineopinspct",1,1,1,2,1
"3320",2,2,279524,2,2,1,"Machineopinspct",2,1,1,2,1
"3321",1,1,165201,2,1,1,"Admclerical",2,1,1,3,1
"3322",2,2,235168,3,1,1,"Sales",1,1,1,4,1
"3323",3,2,114844,4,1,1,"Profspecialty",1,5,1,4,2
"3324",3,1,216414,2,1,1,"Protectiveserv",1,1,1,2,2
"3325",2,2,34378,1,1,1,"Farmingfishing",1,2,1,4,1
"3326",3,1,80914,4,1,1,"Execmanagerial",1,1,1,3,2
"3327",4,2,212165,2,1,1,"Sales",1,1,1,4,1
"3328",2,2,205649,3,1,2,"Craftrepair",1,1,1,1,1
"3329",4,2,109638,2,1,1,"Execmanagerial",1,1,2,3,1
"3330",1,2,200408,3,2,1,"Craftrepair",1,1,1,2,1
"3331",3,2,187720,2,1,1,"Sales",1,1,1,3,2
"3332",1,2,118693,2,2,1,"Machineopinspct",1,1,1,2,1
"3333",4,1,243612,2,2,1,"Machineopinspct",2,1,1,2,1
"3334",2,2,160786,2,1,1,"Execmanagerial",1,1,1,3,1
"3335",2,2,314646,1,1,1,"Craftrepair",1,1,1,2,1
"3336",1,2,124971,3,2,1,"Sales",1,1,1,2,1
"3337",3,2,265275,4,1,1,"Profspecialty",1,1,1,4,1
"3338",4,2,71417,2,1,1,"Craftrepair",1,2,1,2,2
"3339",1,1,250135,4,1,1,"Profspecialty",2,1,4,3,1
"3340",1,2,120283,1,2,1,"Sales",2,1,1,1,1
"3341",1,2,216972,2,2,1,"Sales",1,1,1,1,1
"3342",4,2,143932,4,1,1,"Execmanagerial",1,1,1,2,1
"3343",3,2,217120,1,2,1,"Craftrepair",1,1,1,3,1
"3344",3,1,223944,2,1,1,"Admclerical",2,1,1,1,1
"3345",4,1,44273,2,2,1,"Transportmoving",2,1,1,2,1
"3346",3,2,219288,1,2,1,"Craftrepair",1,1,1,2,1
"3347",1,2,349190,3,2,1,"Handlerscleaners",1,1,1,1,1
"3348",4,2,158685,2,1,1,"Admclerical",2,1,5,2,2
"3349",3,1,57924,2,2,1,"Protectiveserv",1,1,1,2,1
