age,emptype,fnlwgt,educ,marital,attached,occupation,sex,capitalgain,capitalloss,hrperweek,income
Youngest,Self,124751,HighSchool,Single,No,Privhouseserv,F,VL,VL,VL,Low
Elder,Self,132879,Bachelors,Couple,No,Execmanagerial,M,VL,VL,L,High
Elder,Self,260960,Bachelors,Single,No,Farmingfishing,M,VL,VL,VL,Low
Elder,Self,356934,Master,Couple,No,Execmanagerial,M,VL,VL,L,High
Young,Self,154410,Bachelors,Couple,No,Execmanagerial,M,VL,VL,M,High
Young,Self,35378,HighSchool,Single,No,Admclerical,F,VL,VL,M,Low
Eldest,Self,301210,Dropout,Couple,No,Transportmoving,M,VL,M,VL,Low
Young,Self,73621,HighSchool,Single,No,Execmanagerial,F,VL,VL,L,Low
Young,Self,108140,Master,Couple,No,Execmanagerial,M,VH,VL,M,High
Eldest,Self,217198,HighSchool,Couple,No,Handlerscleaners,M,VL,VL,VL,Low
Eldest,Self,202956,Bachelors,Couple,No,Sales,M,VL,VL,L,Low
Eldest,Self,125120,HighSchool,Couple,No,Admclerical,F,VL,VL,VL,Low
Eldest,Self,248164,Bachelors,Couple,No,Sales,M,M,VL,M,High
Young,Gov,208534,Master,Couple,No,Profspecialty,M,VL,VL,VH,Low
Young,Self,196373,Bachelors,Couple,No,Execmanagerial,M,VL,VL,M,High
Young,Self,433788,HighSchool,Couple,No,Transportmoving,M,VL,VL,L,High
Eldest,Gov,122086,HighSchool,Couple,No,Protectiveserv,M,VL,VL,L,Low
Young,Self,137314,Bachelors,Single,No,Techsupport,M,VL,VL,M,Low
Elder,Self,33068,HighSchool,Couple,No,Farmingfishing,M,VL,VL,M,Low
Eldest,Self,210688,HighSchool,Couple,No,Profspecialty,M,VL,VL,VL,Low
Youngest,Gov,117833,Bachelors,Single,No,Profspecialty,F,M,VL,VL,Low
Eldest,Self,115880,Master,Couple,No,Execmanagerial,M,VL,VL,L,High
Youngest,Self,233933,Dropout,Single,No,Profspecialty,F,VL,VL,VL,Low
Elder,Self,52781,HighSchool,Couple,No,Techsupport,M,VL,VL,L,Low
Eldest,Self,113080,Dropout,Single,No,Craftrepair,M,VL,VL,L,Low
Youngest,Self,251905,Bachelors,Single,No,Execmanagerial,M,VL,VL,M,Low
Eldest,Self,225964,HighSchool,Single,No,Sales,M,VL,VL,VL,Low
Young,Self,263831,Bachelors,Single,No,Admclerical,F,VL,VL,L,Low
Young,Self,133136,Dropout,Couple,No,Transportmoving,M,VL,VL,L,High
Youngest,Self,40767,HighSchool,Couple,No,Craftrepair,M,VL,VL,L,Low
Elder,Gov,311914,HighSchool,Single,No,Admclerical,F,VL,VL,L,Low
Elder,Gov,344060,Master,Couple,No,Profspecialty,M,VL,VL,L,High
Young,Self,76107,HighSchool,Single,No,Transportmoving,M,VL,VL,M,High
Youngest,Self,117618,HighSchool,Single,No,Handlerscleaners,M,VL,VL,VL,Low
Elder,Self,238008,HighSchool,Single,No,Admclerical,F,VL,VL,L,Low
Young,Self,136480,Bachelors,Couple,No,Sales,M,VL,VL,H,High
Eldest,Self,285200,HighSchool,Couple,No,Craftrepair,M,VL,M,VL,High
Young,Self,1226583,Bachelors,Couple,No,Sales,M,VL,VL,M,High
Youngest,Self,195767,HighSchool,Single,No,Craftrepair,M,VL,VL,L,Low
Youngest,Self,187540,HighSchool,Single,No,Craftrepair,M,VL,VL,L,Low
Elder,Self,79372,HighSchool,Single,No,Sales,F,VL,VL,L,Low
Eldest,Self,213209,HighSchool,Couple,No,Craftrepair,M,VL,VL,L,High
Youngest,Self,96178,Bachelors,Single,No,Admclerical,F,VL,VL,L,Low
Elder,Self,328216,Bachelors,Couple,No,Execmanagerial,M,VH,VL,L,High
Elder,Self,110713,Bachelors,Couple,No,Sales,M,VL,VL,M,High
Elder,Self,225456,Bachelors,Couple,No,Execmanagerial,M,VL,VL,M,High
Eldest,Gov,159908,Bachelors,Couple,No,Admclerical,F,VL,L,VL,Low
Elder,Self,118308,Bachelors,Couple,No,Profspecialty,M,VL,H,M,High
Elder,Self,180309,HighSchool,Single,No,Machineopinspct,F,VL,VL,L,Low
Eldest,Self,39630,HighSchool,Couple,No,Sales,M,VL,VL,L,Low
Youngest,Self,218887,HighSchool,Single,No,Farmingfishing,F,VL,VL,VL,Low
Youngest,Self,84619,Bachelors,Couple,No,Craftrepair,M,VL,VL,L,High
Young,Self,447346,HighSchool,Couple,No,Sales,M,VL,VL,M,High
Eldest,Gov,37869,Master,Single,No,Profspecialty,F,VL,VL,H,Low
Eldest,Gov,99086,Bachelors,Single,No,Execmanagerial,F,VL,VL,M,Low
Elder,Self,326886,Bachelors,Couple,No,Execmanagerial,M,VL,VL,M,High
Youngest,Self,181755,HighSchool,Single,No,Sales,M,VL,VL,VL,Low
Eldest,Self,249368,HighSchool,Couple,Yes,Execmanagerial,M,VL,VL,H,Low
Elder,Self,326400,Master,Single,No,Profspecialty,M,VL,VL,L,Low
Elder,Self,170721,HighSchool,Couple,No,Craftrepair,M,VL,VH,L,Low
Eldest,Self,148953,HighSchool,Couple,No,Transportmoving,M,VL,VL,M,High
Youngest,Self,342752,Dropout,Single,No,Handlerscleaners,M,VL,VL,VL,Low
Eldest,Gov,183611,HighSchool,Single,No,Admclerical,M,VL,VL,L,Low
Young,Self,115215,HighSchool,Single,No,Transportmoving,M,VL,VL,M,Low
Youngest,Self,152231,HighSchool,Couple,No,Machineopinspct,M,VL,VL,M,Low
Youngest,Self,225142,HighSchool,Single,No,Craftrepair,M,VL,VL,L,Low
Youngest,Self,121313,HighSchool,Single,No,Craftrepair,M,VL,VL,L,Low
Youngest,Self,134821,HighSchool,Single,No,Admclerical,F,VL,VL,L,Low
Eldest,Self,311350,Bachelors,Couple,No,Execmanagerial,M,VL,VL,L,High
Youngest,Self,102106,Dropout,Couple,No,Admclerical,F,VL,VL,L,Low
Youngest,Self,212800,HighSchool,Single,No,Sales,F,VL,VL,L,Low
Young,Self,194864,HighSchool,Couple,No,Sales,F,VL,VL,VL,Low
Young,Self,31438,Dropout,Couple,No,Transportmoving,M,VL,VL,L,Low
Elder,Self,148254,HighSchool,Single,No,Execmanagerial,F,VL,VL,H,Low
Eldest,Self,106595,HighSchool,Single,No,Admclerical,F,L,VL,L,Low
Youngest,Self,172232,HighSchool,Single,No,Admclerical,M,VL,VL,M,Low
Youngest,Self,191921,HighSchool,Single,No,Transportmoving,M,VL,VL,L,Low
Eldest,Gov,237379,HighSchool,Couple,No,Handlerscleaners,M,M,VL,L,Low
Youngest,Self,208463,HighSchool,Single,No,Sales,F,VL,VL,VL,Low
Eldest,Gov,68985,HighSchool,Couple,No,Admclerical,M,VL,VL,L,Low
Eldest,Self,22418,Dropout,Single,No,Transportmoving,M,VL,VL,M,Low
Eldest,Self,163047,HighSchool,Couple,No,Execmanagerial,F,VL,VL,VL,Low
Eldest,Self,153870,HighSchool,Couple,No,Transportmoving,M,VL,VH,L,Low
Elder,Self,197702,HighSchool,Couple,No,Craftrepair,M,VL,VL,L,Low
Youngest,Self,166415,HighSchool,Single,No,Transportmoving,M,VL,VL,M,Low
Eldest,Gov,116211,Master,Couple,No,Execmanagerial,M,VL,VL,M,High
Youngest,Self,33644,HighSchool,Single,No,Admclerical,F,VL,VL,VL,Low
Elder,Gov,33331,Master,Couple,No,Profspecialty,M,VL,H,H,High
Elder,Self,73019,Bachelors,Single,No,Profspecialty,F,VL,VL,L,Low
Youngest,Self,109869,HighSchool,Single,No,Craftrepair,M,VL,VL,VL,Low
Young,Self,208043,Bachelors,Couple,No,Sales,M,VL,VL,M,High
Eldest,Gov,153451,HighSchool,Single,No,Admclerical,F,VL,VL,VL,Low
Eldest,Self,192732,HighSchool,Couple,No,Handlerscleaners,M,VL,VL,VL,Low
Young,Self,209101,HighSchool,Single,No,Admclerical,M,VL,VL,L,Low
Elder,Self,146919,HighSchool,Couple,No,Admclerical,F,VL,VL,L,High
Elder,Gov,192323,HighSchool,Couple,No,Protectiveserv,M,VL,VL,VL,High
Young,Self,198211,HighSchool,Couple,No,Execmanagerial,M,VL,VL,L,Low
Youngest,Self,222490,HighSchool,Single,No,Handlerscleaners,F,VL,VL,L,Low
Youngest,Self,106758,HighSchool,Single,No,Admclerical,F,VL,VL,M,Low
Young,Self,561334,HighSchool,Single,No,Transportmoving,M,VL,VL,L,Low
Youngest,Self,203710,Bachelors,Single,No,Machineopinspct,M,VL,VL,L,Low
Elder,Gov,203322,HighSchool,Single,No,Admclerical,F,VL,VL,VL,Low
Eldest,Self,123703,HighSchool,Couple,No,Machineopinspct,M,M,VL,L,High
Eldest,Self,230292,HighSchool,Couple,No,Admclerical,M,H,VL,L,High
Youngest,Self,114420,Dropout,Single,No,Sales,F,VL,VL,VL,Low
Youngest,Self,120238,Bachelors,Single,No,Craftrepair,M,L,VL,L,Low
Young,Self,100375,Dropout,Single,No,Craftrepair,M,VL,VL,H,Low
Young,Self,42485,Dropout,Couple,No,Execmanagerial,M,VL,VL,H,Low
Elder,Gov,134367,HighSchool,Single,No,Admclerical,F,VL,VL,VL,Low
Young,Self,36214,Bachelors,Couple,No,Execmanagerial,M,M,VL,M,High
Elder,Self,119904,HighSchool,Single,No,Techsupport,F,VL,VL,M,High
Elder,Self,105779,Bachelors,Single,No,Sales,M,VL,VL,L,High
Eldest,Self,165020,Dropout,Couple,No,Craftrepair,M,VL,VL,M,Low
Elder,Self,187098,Master,Couple,No,Execmanagerial,F,VH,VL,M,High
Eldest,Self,121319,Bachelors,Couple,No,Profspecialty,M,L,VL,L,High
Eldest,Self,151580,HighSchool,Couple,No,Profspecialty,M,VH,VL,L,High
Young,Self,162572,Bachelors,Couple,No,Execmanagerial,M,VL,VL,L,Low
Youngest,Self,35917,HighSchool,Couple,No,Sales,M,VL,VL,L,Low
Eldest,Self,35723,Dropout,Couple,No,Craftrepair,M,VL,VL,M,High
Elder,Self,192203,HighSchool,Couple,No,Craftrepair,M,VL,L,L,High
Elder,Self,174370,HighSchool,Single,No,Sales,M,VL,VL,M,Low
Youngest,Self,161007,Bachelors,Couple,No,Handlerscleaners,M,VL,VL,VH,Low
Elder,Self,163847,Bachelors,Couple,No,Farmingfishing,M,VL,VL,M,High
Elder,Self,193882,Bachelors,Single,No,Machineopinspct,M,VL,VL,L,Low
Eldest,Self,115364,HighSchool,Single,No,Sales,M,VL,VL,VL,Low
Elder,Self,163174,HighSchool,Single,No,Admclerical,F,VL,VL,L,Low
Young,Gov,188900,Bachelors,Single,No,Admclerical,F,L,VL,VL,Low
Youngest,Self,214399,HighSchool,Single,No,Sales,F,VL,VL,VL,Low
Young,Self,204862,Bachelors,Single,No,Profspecialty,F,VL,VL,VL,Low
Youngest,Self,153082,HighSchool,Single,No,Sales,M,VL,VL,VL,Low
Young,Self,97933,Bachelors,Couple,No,Transportmoving,F,VL,L,VL,High
Eldest,Self,119099,HighSchool,Couple,No,Execmanagerial,M,VL,VL,VH,High
Elder,Self,83411,HighSchool,Couple,No,Execmanagerial,M,VL,VL,L,High
Youngest,Self,198992,HighSchool,Single,No,Sales,F,VL,VL,VL,Low
Elder,Self,337825,HighSchool,Couple,No,Craftrepair,M,VL,VL,M,Low
Young,Self,192002,Bachelors,Couple,No,Execmanagerial,M,VL,VL,L,High
Youngest,Self,189346,HighSchool,Single,No,Handlerscleaners,M,VL,VL,L,Low
Youngest,Self,164488,Bachelors,Single,No,Profspecialty,M,H,VL,M,High
Eldest,Self,200471,Bachelors,Couple,No,Transportmoving,M,VL,VL,M,High
Eldest,Self,228921,Bachelors,Single,No,Profspecialty,M,VL,VH,L,High
Elder,Self,184846,HighSchool,Single,No,Admclerical,F,VL,VL,L,Low
Elder,Self,233851,Bachelors,Single,No,Admclerical,F,VL,VL,L,Low
Eldest,Gov,125768,HighSchool,Single,No,Admclerical,F,VL,VL,VL,Low
Young,Self,255004,Bachelors,Single,No,Execmanagerial,M,VL,M,VL,Low
Youngest,Self,157624,Bachelors,Single,No,Admclerical,F,VL,VL,L,Low
Eldest,Self,146767,Bachelors,Couple,No,Profspecialty,M,VL,VL,L,High
Elder,Self,118291,HighSchool,Single,No,Craftrepair,F,VL,VL,VH,Low
Young,Self,87891,Bachelors,Couple,No,Sales,M,VL,VL,H,Low
Young,Self,226443,HighSchool,Couple,No,Craftrepair,M,VL,VL,M,High
Youngest,Self,213412,Bachelors,Single,No,Techsupport,M,VL,VL,L,Low
Young,Self,179358,HighSchool,Single,No,Handlerscleaners,F,VL,VL,VL,Low
Young,Self,369825,Bachelors,Single,No,Sales,M,M,VL,M,Low
Eldest,Self,199763,HighSchool,Couple,No,Craftrepair,M,VL,VL,M,Low
Youngest,Self,239390,Bachelors,Single,No,Sales,M,VL,VL,VL,Low
Elder,Self,173613,HighSchool,Single,No,Execmanagerial,F,VL,VL,H,Low
Elder,Self,37869,HighSchool,Couple,No,Execmanagerial,M,VL,VL,M,Low
Young,Self,302845,HighSchool,Couple,No,Execmanagerial,F,VL,VL,M,Low
Young,Self,48268,HighSchool,Couple,No,Execmanagerial,M,VL,VL,M,Low
Elder,Self,173968,HighSchool,Couple,No,Craftrepair,M,VL,VL,M,Low
Eldest,Self,166857,Dropout,Single,No,Handlerscleaners,F,VL,VL,L,Low
Youngest,Self,162872,Bachelors,Single,No,Profspecialty,F,VL,VL,L,Low
Eldest,Self,152148,Dropout,Couple,No,Handlerscleaners,M,VL,VL,VL,Low
Elder,Self,139193,HighSchool,Single,No,Craftrepair,M,VL,VL,L,Low
Youngest,Self,791084,HighSchool,Single,No,Craftrepair,M,VL,VL,M,Low
Youngest,Self,183258,HighSchool,Single,No,Admclerical,M,VL,VL,L,Low
Elder,Self,115323,Bachelors,Couple,No,Execmanagerial,M,L,VL,L,High
Young,Self,155064,Bachelors,Single,No,Profspecialty,F,VL,VL,L,Low
Youngest,Self,33551,HighSchool,Single,No,Transportmoving,M,VL,VL,L,Low
Elder,Self,169995,HighSchool,Single,No,Craftrepair,M,VL,VL,L,Low
Elder,Self,168262,Master,Single,No,Execmanagerial,M,VH,VL,M,High
Elder,Self,104196,HighSchool,Couple,No,Techsupport,M,VL,VL,L,Low
Elder,Gov,114055,Bachelors,Single,No,Execmanagerial,F,VL,VL,L,Low
Eldest,Self,196571,Bachelors,Couple,No,Sales,M,VL,VL,M,High
Eldest,Self,101607,HighSchool,Single,No,Machineopinspct,M,VL,VL,VL,Low
Eldest,Self,122109,HighSchool,Single,No,Profspecialty,F,VL,L,L,Low
Eldest,Self,255822,HighSchool,Single,No,Execmanagerial,M,VL,VL,H,Low
Young,Gov,245372,HighSchool,Single,No,Admclerical,M,VL,VL,L,Low
Young,Self,169583,Bachelors,Couple,No,Execmanagerial,F,VL,VL,L,High
Youngest,Self,186151,HighSchool,Single,No,Techsupport,F,VL,VL,L,Low
Elder,Self,297449,Bachelors,Couple,No,Profspecialty,M,VL,VL,L,High
Elder,Self,125206,Master,Couple,No,Profspecialty,M,VL,VL,L,Low
Young,Self,393264,Bachelors,Single,No,Profspecialty,M,VL,VL,L,Low
Eldest,Self,264968,Bachelors,Single,No,Admclerical,M,VL,VL,L,Low
Eldest,Self,318106,HighSchool,Couple,No,Execmanagerial,M,VL,VL,L,High
Young,Self,156025,HighSchool,Single,No,Execmanagerial,F,VL,VL,L,Low
Elder,Gov,165108,Master,Couple,No,Profspecialty,M,VL,VL,L,High
Elder,Self,115178,Bachelors,Couple,No,Admclerical,F,VL,VL,L,High
Youngest,Self,149224,HighSchool,Single,No,Transportmoving,M,VL,VL,VL,Low
Elder,Gov,352056,Bachelors,Single,No,Execmanagerial,M,VL,VL,L,Low
Elder,Self,174717,Bachelors,Couple,No,Sales,M,VL,VL,M,High
Young,Self,147755,HighSchool,Couple,No,Craftrepair,M,VL,L,L,Low
Eldest,Self,135716,HighSchool,Couple,No,Farmingfishing,M,VL,VL,H,Low
Elder,Self,44216,HighSchool,Single,No,Execmanagerial,F,VL,VL,M,Low
Youngest,Self,37359,Bachelors,Couple,No,Profspecialty,M,VH,VL,M,High
Young,Self,154950,HighSchool,Couple,No,Execmanagerial,M,VH,VL,H,High
Elder,Self,356934,Bachelors,Single,No,Execmanagerial,M,VL,VL,L,High
Youngest,Self,247025,HighSchool,Single,No,Protectiveserv,M,VL,VL,L,Low
Young,Gov,116554,Bachelors,Single,No,Admclerical,F,VL,VL,L,Low
Youngest,Self,62737,Bachelors,Couple,No,Techsupport,M,VL,VL,L,Low
Youngest,Self,508548,HighSchool,Couple,No,Farmingfishing,M,VL,VL,M,Low
Elder,Self,275223,Bachelors,Couple,No,Sales,M,H,VL,L,High
Young,Self,381931,HighSchool,Couple,No,Farmingfishing,M,VL,VL,M,Low
Young,Self,246974,Bachelors,Single,No,Techsupport,M,VL,VL,L,Low
Young,Self,146311,Dropout,Couple,No,Machineopinspct,M,VL,VL,L,Low
Elder,Self,159869,Master,Couple,No,Craftrepair,M,VL,VL,M,Low
Elder,Self,360393,Master,Couple,No,Execmanagerial,M,VL,H,M,High
Youngest,Self,141918,HighSchool,Single,No,Handlerscleaners,M,VL,VL,VL,Low
Young,Self,294292,Master,Couple,No,Execmanagerial,M,VL,VL,L,Low
Eldest,Self,128736,Bachelors,Single,No,Profspecialty,F,VL,VL,L,Low
Young,Gov,511289,Bachelors,Couple,No,Protectiveserv,M,VL,VL,M,High
Youngest,Self,302406,HighSchool,Couple,No,Sales,M,VL,VL,L,High
Young,Gov,101517,HighSchool,Single,No,Admclerical,F,VL,VL,VL,Low
Youngest,Self,189148,HighSchool,Single,No,Transportmoving,M,VL,VL,L,Low
Elder,Self,103111,Master,Couple,No,Profspecialty,M,VL,VL,H,High
Eldest,Self,51620,Bachelors,Single,No,Craftrepair,M,VL,VL,M,Low
Youngest,Self,31606,HighSchool,Single,No,Admclerical,F,VL,VL,L,Low
Young,Self,107812,HighSchool,Single,No,Craftrepair,M,VL,VL,L,Low
Young,Self,229729,HighSchool,Single,No,Transportmoving,M,VL,VL,L,Low
Young,Self,340917,HighSchool,Single,No,Handlerscleaners,M,VL,VL,L,Low
Eldest,Self,333230,HighSchool,Couple,Yes,Profspecialty,M,VL,VL,VL,Low
Young,Self,114955,Bachelors,Single,No,Machineopinspct,M,VL,VL,L,Low
Elder,Self,159869,Bachelors,Couple,No,Execmanagerial,M,VL,VL,L,High
Eldest,Self,57758,Bachelors,Couple,No,Sales,M,VL,VL,H,High
Young,Self,207064,HighSchool,Couple,No,Machineopinspct,M,VL,VL,L,Low
Youngest,Self,193090,HighSchool,Single,No,Admclerical,F,M,VL,L,Low
Eldest,Self,151364,HighSchool,Single,No,Admclerical,F,VL,VL,L,Low
Eldest,Gov,88638,Master,Single,No,Profspecialty,F,H,VL,M,High
Youngest,Gov,304960,Bachelors,Single,No,Admclerical,F,VL,VH,L,Low
Young,Gov,154246,Bachelors,Single,No,Profspecialty,M,M,VL,M,Low
Young,Self,142519,HighSchool,Single,No,Handlerscleaners,M,VL,VL,L,Low
Eldest,Self,192230,HighSchool,Couple,No,Execmanagerial,M,VL,VL,L,Low
Youngest,Self,330132,Bachelors,Couple,No,Techsupport,F,VL,VL,L,High
Youngest,Self,51111,HighSchool,Single,No,Sales,F,VL,VL,L,Low
Elder,Gov,188291,Bachelors,Couple,No,Protectiveserv,M,VL,H,L,High
Young,Gov,349066,HighSchool,Single,No,Machineopinspct,M,VL,VL,L,Low
Young,Self,133503,HighSchool,Couple,No,Protectiveserv,M,L,VL,VL,Low
Elder,Self,146497,HighSchool,Single,No,Execmanagerial,F,VL,VL,M,Low
Youngest,Self,240468,HighSchool,Couple,Yes,Sales,F,VL,L,L,Low
Elder,Self,175120,HighSchool,Single,No,Craftrepair,M,VL,VL,L,Low
Young,Self,253814,Bachelors,Single,No,Execmanagerial,F,VL,VL,M,Low
Young,Self,159247,Bachelors,Couple,No,Profspecialty,M,VL,VL,L,High
Elder,Self,213464,HighSchool,Couple,No,Craftrepair,M,VL,VL,L,Low
Elder,Gov,32016,Master,Couple,No,Profspecialty,M,VL,VL,L,High
Elder,Self,135020,HighSchool,Single,No,Transportmoving,M,VL,VL,L,Low
Youngest,Self,142712,HighSchool,Couple,No,Craftrepair,M,VL,VL,L,Low
Youngest,Gov,76900,Bachelors,Single,No,Techsupport,M,VL,VL,L,Low
Young,Self,112176,HighSchool,Single,No,Sales,M,VL,VL,VL,Low
Elder,Gov,262233,Bachelors,Single,No,Execmanagerial,M,VL,VL,L,High
Young,Self,306678,HighSchool,Couple,No,Machineopinspct,M,L,VL,L,Low
Young,Gov,308945,HighSchool,Couple,No,Craftrepair,M,VL,VL,L,High
Eldest,Self,46699,HighSchool,Couple,No,Admclerical,F,VL,VL,L,Low
Elder,Self,377757,Dropout,Couple,No,Transportmoving,M,VL,VL,L,Low
Youngest,Self,220993,HighSchool,Single,No,Sales,M,VL,L,M,Low
Elder,Self,102147,HighSchool,Couple,No,Craftrepair,M,VL,VL,L,Low
Elder,Self,113770,HighSchool,Couple,No,Admclerical,F,VL,VL,L,Low
Elder,Self,148900,Bachelors,Couple,No,Profspecialty,M,VL,VL,M,High
Youngest,Gov,329426,Bachelors,Single,No,Execmanagerial,M,VL,VL,L,Low
Eldest,Self,181408,Bachelors,Couple,No,Craftrepair,M,VL,VL,VL,Low
Elder,Gov,101950,Master,Single,No,Profspecialty,F,VL,VL,L,Low
Eldest,Self,32537,HighSchool,Couple,No,Farmingfishing,M,VL,VL,L,High
Elder,Self,209547,HighSchool,Single,No,Machineopinspct,M,VL,VL,L,Low
Young,Self,151476,Bachelors,Single,No,Admclerical,F,L,VL,L,Low
Eldest,Self,174824,HighSchool,Single,No,Farmingfishing,M,H,VL,L,High
Youngest,Self,138768,HighSchool,Single,No,Admclerical,M,VL,VL,L,Low
Eldest,Self,200190,Bachelors,Couple,No,Sales,M,VL,VL,VH,High
Elder,Self,168407,HighSchool,Single,No,Admclerical,F,M,VL,L,Low
Youngest,Self,148315,HighSchool,Single,No,Craftrepair,M,VL,VL,L,Low
Elder,Self,53506,Bachelors,Single,No,Craftrepair,F,VL,VL,L,Low
Youngest,Self,105693,Bachelors,Single,No,Profspecialty,F,VL,VL,L,Low
Youngest,Self,189589,HighSchool,Single,No,Techsupport,F,VL,VL,L,Low
Youngest,Self,215955,Bachelors,Couple,No,Execmanagerial,M,L,VL,L,High
Elder,Self,211253,Bachelors,Single,No,Execmanagerial,F,VL,VL,L,Low
Young,Gov,191385,Bachelors,Single,No,Protectiveserv,M,L,VL,L,Low
Youngest,Self,137895,HighSchool,Couple,No,Sales,M,VL,VL,M,Low
Eldest,Gov,159699,Bachelors,Couple,No,Admclerical,M,VL,VL,VL,Low
Young,Self,295922,HighSchool,Single,No,Admclerical,M,VL,VL,L,Low
Young,Self,175856,HighSchool,Couple,No,Craftrepair,M,VL,VL,H,Low
Youngest,Self,216129,HighSchool,Single,No,Admclerical,M,VL,VL,L,Low
Elder,Gov,214242,HighSchool,Couple,No,Craftrepair,M,VL,VL,L,High
Youngest,Self,285457,HighSchool,Single,No,Transportmoving,M,VL,VL,M,Low
Young,Self,124420,HighSchool,Single,No,Execmanagerial,M,M,VL,L,Low
Youngest,Self,142751,Dropout,Single,No,Handlerscleaners,M,VL,VL,L,Low
Eldest,Gov,283635,Master,Single,No,Profspecialty,F,VL,VL,L,Low
Youngest,Self,322931,Dropout,Couple,No,Transportmoving,M,VL,H,L,High
Eldest,Self,76482,HighSchool,Couple,No,Craftrepair,M,VL,VL,L,Low
Eldest,Self,141944,HighSchool,Couple,No,Machineopinspct,M,M,VL,L,High
Young,Self,193042,Master,Couple,No,Sales,M,VH,VL,H,High
Young,Self,67006,Dropout,Single,No,Machineopinspct,F,VL,VL,M,Low
Young,Gov,182714,Master,Single,No,Profspecialty,F,VL,VL,H,High
Eldest,Gov,172046,HighSchool,Couple,No,Execmanagerial,M,VL,VL,L,High
Young,Self,185177,Bachelors,Couple,No,Execmanagerial,M,VL,VL,L,Low
Young,Self,102858,Bachelors,Couple,No,Profspecialty,M,VL,VH,L,Low
Elder,Self,84954,HighSchool,Couple,No,Sales,M,L,VL,H,Low
Youngest,Self,115895,HighSchool,Single,No,Sales,F,VL,VL,VL,Low
Youngest,Self,184589,Bachelors,Single,No,Profspecialty,F,VL,VL,VL,Low
Young,Self,282611,Bachelors,Single,No,Execmanagerial,F,VL,VL,L,Low
Eldest,Self,218649,HighSchool,Couple,No,Handlerscleaners,M,VL,VL,L,Low
Youngest,Gov,157541,HighSchool,Single,No,Profspecialty,M,VL,VL,VL,Low
Eldest,Self,145419,HighSchool,Single,No,Admclerical,F,VL,VL,VL,Low
Young,Self,122616,HighSchool,Couple,No,Techsupport,M,VL,VL,VH,High
Eldest,Self,204584,Master,Single,No,Sales,F,VL,VL,L,Low
Youngest,Self,117210,HighSchool,Single,No,Sales,M,VL,VL,M,Low
Young,Self,69481,HighSchool,Single,No,Machineopinspct,M,VL,VL,L,Low
Eldest,Self,148492,HighSchool,Couple,No,Craftrepair,M,VL,L,M,High
Young,Self,29312,Dropout,Couple,No,Transportmoving,M,VL,VL,VH,High
Eldest,Self,120302,HighSchool,Couple,No,Machineopinspct,M,VL,VL,L,Low
Youngest,Self,182227,HighSchool,Single,No,Admclerical,M,VL,VL,VL,Low
Young,Self,219110,HighSchool,Couple,No,Craftrepair,M,VL,VL,M,Low
Youngest,Gov,33551,Bachelors,Couple,No,Techsupport,M,VL,VL,VL,Low
Elder,Self,164043,HighSchool,Couple,No,Sales,M,VL,VL,L,Low
Young,Self,289731,Dropout,Couple,No,Machineopinspct,M,VL,VL,L,Low
Young,Self,256362,HighSchool,Couple,No,Craftrepair,M,VL,VL,L,High
Youngest,Self,73679,HighSchool,Single,No,Execmanagerial,F,VL,VL,L,Low
Young,Gov,357720,Bachelors,Single,No,Profspecialty,F,VL,VL,L,Low
Elder,Self,138077,Bachelors,Single,No,Admclerical,F,VL,VL,VL,Low
Elder,Self,183479,Bachelors,Couple,No,Sales,M,VL,VL,L,High
Young,Self,103596,HighSchool,Single,No,Protectiveserv,M,VL,VL,VH,Low
Young,Self,172304,Dropout,Couple,No,Machineopinspct,M,VL,VL,L,Low
Youngest,Self,637080,HighSchool,Single,No,Sales,M,VL,VL,VL,Low
Young,Self,385959,HighSchool,Single,No,Craftrepair,M,VL,VL,M,Low
Young,Self,116539,HighSchool,Couple,No,Craftrepair,M,VL,VL,L,Low
Young,Self,129263,HighSchool,Single,No,Execmanagerial,F,VL,VL,H,Low
Eldest,Self,141253,Dropout,Single,No,Farmingfishing,M,VL,VL,M,Low
Young,Gov,35626,HighSchool,Single,No,Admclerical,F,VL,VL,VL,Low
Elder,Gov,94937,Bachelors,Single,No,Admclerical,F,VL,VL,L,Low
Elder,Self,220269,HighSchool,Couple,No,Techsupport,M,VL,VL,L,High
Young,Self,169544,HighSchool,Couple,No,Transportmoving,M,M,VL,L,High
Young,Self,214604,Bachelors,Couple,No,Sales,M,VL,VL,L,High
Youngest,Self,81540,HighSchool,Couple,No,Craftrepair,M,VL,VL,L,High
Eldest,Self,24013,HighSchool,Couple,No,Execmanagerial,M,VL,VL,VH,High
Young,Gov,313729,Master,Single,No,Profspecialty,M,VL,VL,H,Low
Eldest,Self,192237,Dropout,Single,No,Sales,F,VL,VL,L,Low
Elder,Self,113324,Bachelors,Couple,No,Farmingfishing,M,VL,VL,H,High
Youngest,Self,215477,HighSchool,Single,No,Transportmoving,M,VL,VL,L,Low
Youngest,Self,199903,Bachelors,Single,No,Profspecialty,F,VL,VL,L,Low
Youngest,Self,431861,HighSchool,Couple,No,Transportmoving,M,VL,VL,L,Low
Youngest,Self,274679,Master,Single,No,Profspecialty,M,VL,VL,M,Low
Youngest,Self,177499,Bachelors,Single,No,Craftrepair,M,VL,L,VL,Low
Youngest,Self,206125,HighSchool,Couple,No,Craftrepair,M,VL,VL,L,Low
